StoreCode|ProductCode|Date|Forecast
Store1|Product1|01.02.2017|0.2
Store1|Product1|01.02.2017|0.0400000000000001
Store1|Product1|01.02.2017|0.0480000000000001
Store1|Product1|01.02.2017|0.0576000000000001
Store1|Product1|01.02.2017|0.26912
Store1|Product1|01.02.2017|0.122944
Store1|Product1|01.02.2017|0.1075328
Store1|Product1|01.02.2017|0.12103936
Store1|Product1|01.02.2017|0.135647232
Store1|Product1|01.02.2017|0.1512566784
Store1|Product1|01.02.2017|0.12768401408
Store1|Product1|01.02.2017|0.128632016896
Store1|Product1|01.02.2017|0.1328518602752
Store1|Product1|01.02.2017|0.13521436033024
Store1|Product10|01.02.2017|0.785714285714286
Store1|Product10|01.02.2017|0.770408163265306
Store1|Product10|01.02.2017|0.754008746355685
Store1|Product10|01.02.2017|0.736437942523948
Store1|Product10|01.02.2017|0.717612081275659
Store1|Product10|01.02.2017|0.768870087081063
Store1|Product10|01.02.2017|0.823789379015425
Store1|Product10|01.02.2017|0.739774334659384
Store1|Product10|01.02.2017|0.721186787135054
Store1|Product10|01.02.2017|0.701271557644701
Store1|Product10|01.02.2017|0.751362383190751
Store1|Product10|01.02.2017|0.733602553418661
Store1|Product10|01.02.2017|0.714574164377137
Store1|Product10|01.02.2017|0.765615176118361
Store1|Product100|01.02.2017|0.166666666666667
Store1|Product100|01.02.2017|0.0277777777777778
Store1|Product100|01.02.2017|0.0324074074074074
Store1|Product100|01.02.2017|0.0378086419753087
Store1|Product100|01.02.2017|0.210776748971193
Store1|Product100|01.02.2017|0.245906207133059
Store1|Product100|01.02.2017|0.120223908321902
Store1|Product100|01.02.2017|0.112483448597775
Store1|Product100|01.02.2017|0.126601060401108
Store1|Product100|01.02.2017|0.142300002566724
Store1|Product100|01.02.2017|0.15971522933196
Store1|Product100|01.02.2017|0.151204976058755
Store1|Product100|01.02.2017|0.135421437546371
Store1|Product100|01.02.2017|0.137954359083782
Store1|Product101|01.02.2017|0.25
Store1|Product101|01.02.2017|0.3125
Store1|Product101|01.02.2017|0.390625
Store1|Product101|01.02.2017|0.23828125
Store1|Product101|01.02.2017|0.2978515625
Store1|Product101|01.02.2017|0.309814453125
Store1|Product101|01.02.2017|0.30914306640625
Store1|Product101|01.02.2017|0.288772583007813
Store1|Product101|01.02.2017|0.301395416259766
Store1|Product101|01.02.2017|0.302281379699707
Store1|Product101|01.02.2017|0.300398111343384
Store1|Product101|01.02.2017|0.298211872577667
Store1|Product101|01.02.2017|0.300571694970131
Store1|Product101|01.02.2017|0.300365764647722
Store1|Product102|01.02.2017|0.555555555555555
Store1|Product102|01.02.2017|0.506172839506173
Store1|Product102|01.02.2017|0.451303155006859
Store1|Product102|01.02.2017|0.501447950007621
Store1|Product102|01.02.2017|0.446053277786245
Store1|Product102|01.02.2017|0.495614753095828
Store1|Product102|01.02.2017|0.439571947884254
Store1|Product102|01.02.2017|0.488413275426948
Store1|Product102|01.02.2017|0.431570306029943
Store1|Product102|01.02.2017|0.479522562255492
Store1|Product102|01.02.2017|0.471074451888818
Store1|Product102|01.02.2017|0.467174631042445
Store1|Product102|01.02.2017|0.468938128379733
Store1|Product102|01.02.2017|0.465325925976634
Store1|Product103|01.02.2017|0.75
Store1|Product103|01.02.2017|0.71875
Store1|Product103|01.02.2017|0.80859375
Store1|Product103|01.02.2017|0.90966796875
Store1|Product103|01.02.2017|0.77337646484375
Store1|Product103|01.02.2017|0.745048522949219
Store1|Product103|01.02.2017|0.713179588317871
Store1|Product103|01.02.2017|0.677327036857605
Store1|Product103|01.02.2017|0.761992916464806
Store1|Product103|01.02.2017|0.763492031022906
Store1|Product103|01.02.2017|0.76908478490077
Store1|Product103|01.02.2017|0.764146164263366
Store1|Product103|01.02.2017|0.745955938702537
Store1|Product103|01.02.2017|0.742528372934885
Store1|Product104|01.02.2017|0.75
Store1|Product104|01.02.2017|0.8125
Store1|Product104|01.02.2017|0.796875
Store1|Product104|01.02.2017|0.779947916666667
Store1|Product104|01.02.2017|0.761610243055556
Store1|Product104|01.02.2017|0.658411096643519
Store1|Product104|01.02.2017|0.629945354697145
Store1|Product104|01.02.2017|0.682440800921907
Store1|Product104|01.02.2017|0.7393108676654
Store1|Product104|01.02.2017|0.717586773304183
Store1|Product104|01.02.2017|0.777385671079531
Store1|Product104|01.02.2017|0.758834477002825
Store1|Product104|01.02.2017|0.738737350086394
Store1|Product104|01.02.2017|0.737798795926927
Store1|Product105|01.02.2017|0.571428571428571
Store1|Product105|01.02.2017|0.653061224489796
Store1|Product105|01.02.2017|0.603498542274052
Store1|Product105|01.02.2017|0.689712619741774
Store1|Product105|01.02.2017|0.645385851133456
Store1|Product105|01.02.2017|0.594726687009664
Store1|Product105|01.02.2017|0.536830499439616
Store1|Product105|01.02.2017|0.613520570788133
Store1|Product105|01.02.2017|0.619533713553785
Store1|Product105|01.02.2017|0.614744069134354
Store1|Product105|01.02.2017|0.61635057297154
Store1|Product105|01.02.2017|0.605870280575793
Store1|Product105|01.02.2017|0.600225199067555
Store1|Product105|01.02.2017|0.601010700790111
Store1|Product106|01.02.2017|0.375
Store1|Product106|01.02.2017|0.421875
Store1|Product106|01.02.2017|0.349609375
Store1|Product106|01.02.2017|0.393310546875
Store1|Product106|01.02.2017|0.442474365234375
Store1|Product106|01.02.2017|0.372783660888672
Store1|Product106|01.02.2017|0.294381618499756
Store1|Product106|01.02.2017|0.331179320812225
Store1|Product106|01.02.2017|0.372576735913754
Store1|Product106|01.02.2017|0.372273827902973
Store1|Product106|01.02.2017|0.366073681390844
Store1|Product106|01.02.2017|0.3681317196897
Store1|Product106|01.02.2017|0.364984366291537
Store1|Product106|01.02.2017|0.355298116423683
Store1|Product107|01.02.2017|0.5
Store1|Product107|01.02.2017|0.583333333333333
Store1|Product107|01.02.2017|0.513888888888889
Store1|Product107|01.02.2017|0.43287037037037
Store1|Product107|01.02.2017|0.338348765432099
Store1|Product107|01.02.2017|0.394740226337448
Store1|Product107|01.02.2017|0.460530264060357
Store1|Product107|01.02.2017|0.453951974737083
Store1|Product107|01.02.2017|0.432388414971041
Store1|Product107|01.02.2017|0.4188050026514
Store1|Product107|01.02.2017|0.416460774698238
Store1|Product107|01.02.2017|0.429479442909261
Store1|Product107|01.02.2017|0.435269312337896
Store1|Product107|01.02.2017|0.431059153717486
Store1|Product108|01.02.2017|0
Store1|Product108|01.02.2017|-0.5
Store1|Product108|01.02.2017|-0.25
Store1|Product108|01.02.2017|-0.375
Store1|Product108|01.02.2017|-0.3125
Store1|Product108|01.02.2017|-0.34375
Store1|Product108|01.02.2017|-0.328125
Store1|Product108|01.02.2017|-0.3359375
Store1|Product108|01.02.2017|-0.33203125
Store1|Product108|01.02.2017|-0.333984375
Store1|Product108|01.02.2017|-0.3330078125
Store1|Product108|01.02.2017|-0.33349609375
Store1|Product108|01.02.2017|-0.333251953125
Store1|Product108|01.02.2017|-0.3333740234375
Store1|Product109|01.02.2017|0.6
Store1|Product109|01.02.2017|0.52
Store1|Product109|01.02.2017|0.424
Store1|Product109|01.02.2017|0.3088
Store1|Product109|01.02.2017|0.37056
Store1|Product109|01.02.2017|0.444672
Store1|Product109|01.02.2017|0.4136064
Store1|Product109|01.02.2017|0.39232768
Store1|Product109|01.02.2017|0.385993216
Store1|Product109|01.02.2017|0.4014318592
Store1|Product109|01.02.2017|0.40760623104
Store1|Product109|01.02.2017|0.400193077248
Store1|Product109|01.02.2017|0.3975104126976
Store1|Product109|01.02.2017|0.39854695923712
Store1|Product11|01.02.2017|1.10526315789474
Store1|Product11|01.02.2017|1.11080332409972
Store1|Product11|01.02.2017|1.06400349905234
Store1|Product11|01.02.2017|1.01474052531825
Store1|Product11|01.02.2017|1.01551634244027
Store1|Product11|01.02.2017|1.01633299204239
Store1|Product11|01.02.2017|1.01719262320251
Store1|Product11|01.02.2017|0.912834340213169
Store1|Product11|01.02.2017|0.908246673908599
Store1|Product11|01.02.2017|0.903417551482736
Store1|Product11|01.02.2017|0.898334264718669
Store1|Product11|01.02.2017|0.787720278651231
Store1|Product11|01.02.2017|0.776547661738138
Store1|Product11|01.02.2017|0.817418591303303
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product110|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product111|01.02.2017|1
Store1|Product112|01.02.2017|0.5
Store1|Product112|01.02.2017|0.375
Store1|Product112|01.02.2017|0.21875
Store1|Product112|01.02.2017|0.2734375
Store1|Product112|01.02.2017|0.341796875
Store1|Product112|01.02.2017|0.30224609375
Store1|Product112|01.02.2017|0.2840576171875
Store1|Product112|01.02.2017|0.300384521484375
Store1|Product112|01.02.2017|0.307121276855469
Store1|Product112|01.02.2017|0.298452377319336
Store1|Product112|01.02.2017|0.29750394821167
Store1|Product112|01.02.2017|0.300865530967712
Store1|Product112|01.02.2017|0.300985783338547
Store1|Product112|01.02.2017|0.299451909959316
Store1|Product113|01.02.2017|0.2
Store1|Product113|01.02.2017|0.44
Store1|Product113|01.02.2017|0.528
Store1|Product113|01.02.2017|0.4336
Store1|Product113|01.02.2017|0.32032
